"","DSS Status","CP Thrptc Area Cde","TR Trial Num","TR Trial Alias","TR Cmpnd Desc","TR Phase Cde","TR Pln Entr Trt","Cfm Entr Trt","TR Cntrys Pln","TR Sites Pln","TR PA Fct","TR PA Act","TR FPV Fct","TR FPV Act","TR LPV Fct","TR LPV Act","TR Primary Outcome LPV Fct","TR Primary Outcome LPV Act","TR Primary Outcome DB Lock Fct","TR Primary Outcome DB Lock Act","TR DB Fnlzd Fct","TR DB Fnlzd Act","TR Fnl Rpt Cmplt Fct","TR Fnl Rpt Cmplt Act","TR Trial Publication Fct","TR Trial Publication Act","TR Managing MU Cde","TR DMgmt MU Cde","TR Finance MU Cde","TR Rglty Category Cde","TR Funding","TR Canc Stp Flg","TR Trial Status Desc Cancel/Stop","TR Date Hld Canc Stp","TR CRF Agreement/TG 3 Fct","TR CRF Agreement/TG 3 Act","TR CRF Aprvl/TG 4 Fct","TR CRF Aprvl/TG 4 Act","TR Sys in Prod Fct","TR Sys in Prod Act","TR Trial Desc","TR Critical Path","LY","Manager","Data Management System","Data Management Support (Lilly/TPO)","Clinical Data Associate","CDM Name","Comments","eCOA Flag"
"936","Archive","ONC",16339,"I3Y-MC-JPCG","Abemaciclib","II","225","235",14,72,2016-03-31,2016-04-11,2016-08-15,2016-09-14,2023-09-20,NA,2018-06-08,2018-06-15,2018-07-06,2018-07-17,2023-10-20,NA,2023-10-20,2020-03-12,NA,NA,"COR","INV","COR","CTCONF","Corporate","No","Final Report Complete",NA,NA,2016-04-11,NA,NA,NA,2016-06-27,"Ph II - Abema Benefit/Risk - Breast","Not Critical","LLY2835219","Santosh Kumar Chellur","InForm/DMW","Lilly LCCI only (Syneos Transition)","Sanghamitra",NA,"Study transitioned from Syneos to Lilly on 22 May 2020
Study fully supported by Lilly LCCI 
Oncology LCCI  Team Leader is Kalyan Kumar Reddy Burla
",NA
"937","Archive","ONC",16330,"I3O-JE-JSBG","Merestinib","I","18","19",1,2,2016-09-20,2016-09-15,2017-02-03,2017-02-03,2020-03-17,2020-03-17,2019-06-20,2019-06-20,2019-07-18,2019-07-18,2020-04-03,2020-04-07,2020-04-03,2020-04-07,NA,NA,"APO","ICC","PRO","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"JP_FHD - Ph I - Merestinib - Solid Tumors","Critical","LLY2801653","Tomoko Maegawa","InForm/DMW","ICON (Process)","Rika Asaba","Vikram Dalwai",NA,NA
"938","Archive","ONC",16323,"I4X-GH-JFCV","Necitumumab","III","550",NA,1,30,2018-06-28,NA,2019-01-27,NA,2023-04-28,NA,2023-04-28,NA,2023-05-28,NA,2023-05-28,NA,2023-08-27,NA,NA,NA,"APO","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-07-10,NA,NA,NA,NA,NA,NA,"CN_Ph III - Neci + Gem + Cis vs Gem + Cis - Sq NSCLC","Critical","LLY3012211","Michelle Shuk-Foon Lim",NA,"Not Applicable",NA,NA,"Trial cancelled",NA
"939","Archive","ONC",16263,"I6F-MC-JJCE","Notch Inhibitor II (LY3039478)","I","29","29",1,1,2015-11-10,2015-11-12,2016-01-19,2016-01-19,2016-06-23,2016-06-23,2016-06-23,2016-06-23,2016-12-09,2017-01-13,2016-12-09,2017-01-13,2017-04-07,2017-04-03,NA,NA,"BOS","COV","PRB","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Notch Inhibitor II. pH, food effect and QT SAD study","Critical","LLY3039478","Kevin L Schnippel",NA,NA,NA,NA,NA,NA
"940","Archive","ONC",16244,"I3Y-MC-JPCD","Abemaciclib","II","50","12",1,35,2016-02-15,2016-02-18,2017-01-31,2017-01-12,2018-10-31,2018-11-30,2018-10-31,NA,2018-11-30,2019-03-11,2018-11-30,2019-03-11,2019-01-29,2019-03-11,NA,NA,"PAR","COR","COR","EXPCOH","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"EXPANDED ACCESS-Ph II-Abemaciclib-Metastatic Breast","Not Critical","LLY2835219","Laura L Davidson","EDC Other","PAREXEL","Laura L Davidson",NA,NA,NA
"941","Archive","ONC",16234,"H3E-MC-B022","Pemetrexed","IV","2000",NA,1,0,2015-10-01,2015-09-30,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-01,2016-06-30,2016-12-01,2017-04-12,NA,NA,"HEA","HEA","HEA","PMSNI2",NA,"No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"2013-258_Alimta TKI Tx Patterns - NSCLC",NA,"LLY231514",NA,NA,NA,NA,NA,NA,NA
"942","Archive","ONC",16225,"H3E-MC-B026","Pemetrexed","IV","3100",NA,1,0,2015-12-31,2016-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-30,2017-11-15,2018-03-01,NA,NA,"COR","COR","COR","PMSNI1",NA,"No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Ph IV-Safety Outcomes - NSCLC - 1st line plantinum chemo",NA,"LLY231514",NA,NA,NA,NA,NA,NA,NA
"943","Archive","ONC",16214,"H9H-MC-JBEI","Galunisertib","IA","40","40",1,1,2015-12-17,2015-12-19,2016-04-28,2016-04-28,2016-07-18,2016-06-13,2016-07-18,2016-06-13,2016-08-18,NA,2016-09-14,2016-09-21,2017-02-28,2017-02-18,NA,NA,"BOS","ECP","PRB","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"PK & ECG Study in Japanese and Non-Japapese HV","Not Critical","LLY2157299","Kevin L Schnippel","TBD",NA,NA,NA,NA,NA
"944","Archive","ONC",16209,"I6F-MC-JJCD","Notch Inhibitor II (LY3039478)","I","105","94",5,7,2015-12-15,2015-12-17,2016-09-30,2016-11-04,2019-12-31,2020-02-13,2018-08-09,2018-08-09,2018-09-26,2018-10-02,2020-01-31,2020-03-17,2019-11-29,2019-11-18,NA,NA,"COR","CHI","PRO","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,2016-06-24,NA,"Ph I - Notch Inhib II Combination - Solid Tumor","Not Critical","LLY3039478","Christopher Helton","InForm","Chiltern International Limited","Kativa L Leal","Suma Siddaramappa","InForm Version 5.5 - 1/12/2017 cnh",NA
"945","Archive","ONC",16198,"I3Y-MC-E005","Abemaciclib","IIA","26","26",1,1,2018-03-31,2018-02-28,2019-11-04,2019-11-13,2021-03-02,2021-03-23,NA,NA,NA,NA,NA,NA,2021-06-30,2021-06-10,NA,NA,"COR","COR","COR","EXIST","Corporate","No","Final Report Complete",2017-11-01,NA,NA,NA,NA,NA,NA,"Ph IIa - Abemaciclib - Mesothelioma","Not Critical","LLY2835219",NA,NA,NA,NA,NA,NA,NA
"946","Archive","ONC",16193,"H9H-MC-JBEH","Galunisertib","I","49",NA,10,12,2016-09-29,NA,2017-02-13,NA,2020-10-15,NA,2019-05-27,NA,2019-06-27,NA,2020-10-15,NA,2021-02-01,NA,NA,NA,"COR","COR","PRO","CT-EXP","Corporate","Yes","Trial Cancelled - Trial Dsgn Elmt Pln Cmplt",2017-01-05,NA,NA,NA,NA,NA,NA,"Ph1b -Galunisertib+IMCgp100-Metastatic Melanoma","Not Critical","LLY2157299","Gregory M Bauman","InForm","Novella","Amy J Lesniewski",NA,"InForm Version 6.0 - cnh 1/12/2017",NA
"947","Archive","ONC",16379,"I4D-MC-JTJL","Prexasertib","I/IB","70","9",6,4,2016-04-04,2016-04-15,2016-08-10,2016-08-10,2017-05-15,2017-05-19,2017-05-15,2017-05-15,2017-09-18,2017-10-27,2017-11-07,2017-11-07,2018-05-11,2018-05-31,NA,NA,"COR","CHI","PRO","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Ph Ib - Chk1 Inhib II + P38 Map Kin - Solid Tumors","Not Critical","LLY2606368","Christopher Helton","InForm","Chiltern International Limited",NA,NA,"Chiltern is DM TPO (formerlly Theorem)..feb'16-pat murphy now CDA (no build activities started yet); DKrey (4/14/16) - Anu T. will become CDA after FPV.  InForm Version 6.1 - 1/12/2017 cnh",NA
"948","Archive","ONC",17159,"J1L-AM-JZGA","Pegilodecakin (LY3500518)","I","353","353",1,19,2013-08-09,2013-08-09,2013-11-25,2013-11-15,2022-11-15,NA,2019-02-19,2019-02-19,2019-05-15,2019-07-03,2022-06-07,NA,2022-12-18,2020-04-21,NA,NA,"PRA","COR","COR","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Ivy Ph1 - Pegilodecakin - Solid Tumors","Critical","LLY3500518","Sandra Wilson","Bioclinica","PRA International","Annie Nguyen","Sarah Parson","CPM&#58; Mike Koutz, transitioning to Soujanya Gudala
Associate Dir @ PRA&#58; Karen Hicks",NA
"949","Archive","ONC",16387,"I2V-MC-CXAD","CXCR4 Peptide Antagonist (LY2510924)","I/IB","45","9",1,10,2016-02-16,2016-02-22,2016-09-09,2016-09-06,2017-11-01,2017-09-25,2017-11-01,2017-09-25,2017-11-03,2017-11-03,2017-11-03,2017-11-03,2018-03-26,2018-03-26,NA,NA,"COR","NVL","PRO","CT-EXP","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Ph Ia/Ib-CXCR4 + Anti-PD-L1 Combination-Pancreatic, Ovarian","Critical","LLY2510924","Christopher Helton","InForm","Novella","Mary Shepperd - Network",NA,"Mar '16 - J. Bloomer to assist during study build.  Will  become CDA at some point after FPV.<br>June 2016 - J. Bloomer now CDA (took over from Chris Mellard)  InForm Verion 6.0 - cnh 1/12/2017. Manager switched to HRivera 01Feb2017",NA
"950","Archive","ONC",16401,NA,"Ramucirumab","II","225",NA,7,60,2017-10-02,NA,2018-02-01,NA,2020-07-22,NA,2019-12-22,NA,2020-01-30,NA,2020-12-22,NA,2021-02-22,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2017-08-14,NA,NA,NA,NA,NA,NA,"Ph II - Ram+Doce, Ram+Nivo v. Nivo -nonSQ, NSCLC - 2nd Line","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","ICON (Process)",NA,NA,NA,NA
"951","Archive","ONC",16447,"I4X-MC-JFCX","Necitumumab","II","70",NA,3,15,2016-08-08,NA,2016-12-05,NA,2019-05-24,NA,2018-05-24,NA,2018-06-25,NA,2019-06-25,NA,2019-09-24,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-05-20,NA,NA,NA,NA,NA,NA,"Ph II - Neci + IO - H&N","Critical","LLY3012211","Hector R Rivera",NA,"Syneos (Process)",NA,NA,"DKrey(5/25/16) - trial likely to be cancelled as arm will be added to JFCQ",NA
"952","Archive","ONC",16444,"I8J-JE-JYCB","PDL1+LY Combo (LY3300054)","I","24","0",1,2,2019-04-12,NA,2019-09-09,NA,2020-04-23,NA,NA,NA,NA,NA,2020-06-11,NA,2020-09-15,NA,NA,NA,"APO","COR","PRO","CT-EXP","Corporate","Yes","Trial Cancelled - Trial Dsgn Elmt Pln Cmplt",2017-06-22,NA,NA,NA,NA,NA,NA,"JP_FHD Ph I - PD-L1 Antibody - Solid Tumors","Critical","LLY3300054","Tomoko Maegawa","InForm/Clintrial (CDR)","ICON (Process)","Nobuto Matsui",NA,NA,NA
"953","Archive","ONC",16443,"I7W-JE-JQBB","Angiopoietin2 Antibody (LY3127804)","I","36",NA,1,4,2018-06-08,NA,2018-09-21,NA,2020-01-04,NA,NA,NA,NA,NA,2020-03-03,NA,2020-05-28,NA,NA,NA,"APO","COR","PRO","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2017-08-17,NA,NA,NA,NA,NA,NA,"JP_FHD Ph I - Angiopoietin2 - Solid Tumors","Critical","LLY3127804","Tomoko Maegawa","InForm/Clintrial (CDR)","Syneos (Process)","Hideaki Furuhama","Garun Yadav - Network",NA,NA
"954","Archive","ONC",16439,"I3O-MC-JSBH","Merestinib","I","24","24",1,1,2016-03-18,2016-03-21,2016-05-25,2016-05-25,2016-08-03,2016-08-02,2016-08-03,2016-08-02,2016-09-20,2016-09-22,2016-09-20,2016-09-22,2017-01-05,2017-01-06,NA,NA,"BOS","ECP","PRB","CTCONF","Corporate","No","Trial File Closed",NA,NA,NA,NA,NA,NA,NA,"Food Effect Study in Healthy Subjects","Critical","LLY2801653","Kevin L Schnippel",NA,NA,NA,NA,NA,NA
"955","Archive","ONC",16430,"I5B-MC-JGDR","Olaratumab","IB","45","24",3,6,2017-03-06,2017-03-14,2017-10-19,2017-10-18,2019-08-08,2019-08-25,2019-08-08,2019-04-29,2019-09-09,2019-09-27,2019-11-27,NA,2020-03-26,2020-04-01,NA,NA,"COR","COR","COR","CT-EXP","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"Ph Ib - Olaratumab + Dox/Ifos - Solid tumors","Critical","LLY3012207","Lynnette Kauffman",NA,"Syneos (Process)","Erika Leigh Wiley","Elizabeth Dixon - Network",NA,NA
"956","Archive","ONC",16421,"I4E-MC-JXBJ","Cetuximab","IB","105",NA,2,15,2016-09-27,NA,2017-02-22,NA,2020-11-30,NA,2019-02-18,NA,2019-03-21,NA,2021-01-07,NA,2021-03-21,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-06-24,NA,NA,NA,NA,NA,NA,"Ph Ib - Erbitux + Pembro - SCCHN","Not Critical","LLY2939777","Christopher Helton","InForm/Clintrial (CDR)","ICON (Process)",NA,NA,NA,NA
"957","Archive","ONC",16420,"I4T-JE-B006","Ramucirumab","IV","350","366",1,80,2016-06-01,2016-06-01,2016-12-28,2016-12-22,2020-04-30,2020-04-07,2020-04-30,2020-04-07,NA,NA,2020-11-26,2020-11-24,2021-06-14,2021-06-11,NA,NA,"JP","JP","JP","PMSNI1","Corporate","No","Final Report Complete",NA,NA,NA,NA,NA,NA,NA,"JP_PMS_Ph IV - Ram+Irinotecan+Levofolinate+5FU - Colon","Not Critical","LLY3009806","Yuko Ochiai","Medidata Rave","EPS Associates Co.,Ltd.","Mika Ishimaru",NA,NA,NA
"958","Archive","ONC",16415,"I4X-MC-JFCW","Necitumumab (Imc) (LY3012211)","III","540",NA,15,120,2017-07-27,NA,2017-10-30,NA,2022-04-19,NA,2020-04-17,NA,2020-05-18,NA,2022-05-19,NA,2022-05-20,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2017-04-26,NA,NA,NA,NA,NA,NA,"Ph III - Necitumumab  + Pembro - NSCLC","Critical","LLY3012211","Christopher Helton",NA,"Syneos (Process)",NA,NA,NA,NA
"959","Archive","ONC",16414,NA,"Ramucirumab","III","550",NA,20,125,2018-02-06,NA,2018-06-30,NA,2022-10-29,NA,NA,NA,NA,NA,2022-11-27,NA,2023-01-27,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2017-08-25,NA,NA,NA,NA,NA,NA,"Ph III - Ramucirumab beyond progression - Gastric","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","Syneos (Process)",NA,NA,NA,NA
"960","Archive","ONC",16413,"I4T-MC-JVDP","Ramucirumab","III","400",NA,30,150,2018-02-14,NA,2018-06-25,NA,2022-06-15,NA,2021-02-10,NA,2021-03-26,NA,2022-07-14,NA,2022-07-14,NA,NA,NA,"COR","COR","COR","CTTHER","Corporate","Yes","Trial Cancelled - Trial Dsgn Elmt Pln Cmplt",2018-02-15,NA,NA,NA,NA,NA,NA,"Ph III - Ramucirumab+Pembro v. Pembro NSCLC 1L PDL1>50%","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","Syneos (Process)","Patricia Ann Hazelgrove","TBD",NA,"N"
"961","Archive","ONC",16412,NA,"Ramucirumab","III","390",NA,10,100,2018-05-04,NA,2018-10-01,NA,2021-01-21,NA,NA,NA,NA,NA,2021-02-21,NA,2021-03-05,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2017-08-14,NA,NA,NA,NA,NA,NA,"Ph III- Ram+Osimertinib v Osimertinib -NSCLC - 1L/2L EGFR","Critical","LLY3009806","Lynnette Kauffman",NA,NA,NA,NA,NA,NA
"962","Archive","ONC",16411,NA,"Ramucirumab","III","600",NA,10,150,2017-12-01,NA,2018-05-01,NA,2021-06-10,NA,NA,NA,NA,NA,2021-07-12,NA,2021-09-09,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2017-09-22,NA,NA,NA,NA,NA,NA,"Ph III - Ram + Pembro - Bladder 1st/2nd Line","Critical","LLY3009806","Lynnette Kauffman",NA,"Syneos (Process)",NA,NA,NA,NA
"963","Archive","ONC",16410,NA,"Ramucirumab","III","550",NA,13,120,2018-08-01,NA,2018-11-01,NA,2021-11-03,NA,2021-11-03,NA,2021-12-02,NA,2021-12-02,NA,2022-04-30,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2017-08-14,NA,NA,NA,NA,NA,NA,"Ph III - Ram+Nivo v. Nivo - NSCLC - 2nd Line","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","Syneos (Process)",NA,NA,NA,"N"
"964","Archive","ONC",16409,NA,"Ramucirumab","III","500",NA,20,125,2021-06-03,NA,2021-09-03,NA,2023-11-19,NA,NA,NA,NA,NA,2023-12-19,NA,2024-03-21,NA,NA,NA,"COR","COR","COR","CTCONF","Corporate","Yes","Trial Cancelled - Created",2021-11-19,NA,NA,NA,NA,NA,NA,"Ph III - Ram + Pembro - Gastric 1st Line","Critical","LLY3009806","Lynnette Kauffman",NA,NA,NA,NA,NA,NA
"965","Archive","ONC",16408,NA,"Ramucirumab","II","60",NA,8,15,2016-10-01,NA,2017-02-01,NA,2018-08-01,NA,NA,NA,NA,NA,2018-09-01,NA,2018-12-01,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-08-29,NA,NA,NA,NA,NA,NA,"Ph II - Ram + Chemo - Gastric (mSC EC)","Critical","LLY3009806","Lynnette Kauffman",NA,NA,NA,NA,NA,NA
"966","Archive","ONC",16407,"I4T-MC-JVDQ","Ramucirumab","II","260",NA,10,50,2017-12-01,NA,2018-04-02,NA,2020-03-04,NA,NA,NA,NA,NA,2020-04-06,NA,2020-07-06,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2017-08-17,NA,NA,NA,NA,NA,NA,"Ph II - Ram + Trastuzumab - GC-1L line-HER2(+) (publication)","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","ICON (Process)","Hetu Gadhia",NA,NA,NA
"967","Archive","ONC",16406,NA,"Ramucirumab","II","250",NA,10,60,2017-07-01,NA,2017-11-01,NA,2019-10-01,NA,NA,NA,NA,NA,2019-11-01,NA,2020-02-01,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-06-28,NA,NA,NA,NA,NA,NA,"Ph II - Ramucirumab - High Risk Adj Bladder","Critical","LLY3009806",NA,NA,NA,NA,NA,NA,NA
"968","Archive","ONC",16405,NA,"Ramucirumab","II","250",NA,10,60,2017-07-01,NA,2017-11-01,NA,2019-10-01,NA,NA,NA,NA,NA,2019-11-01,NA,2020-02-01,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-06-28,NA,NA,NA,NA,NA,NA,"Ph II - Gem+Cis +/- Ramucirumab - Neo Adj Bladder","Critical","LLY3009806","Lynnette Kauffman",NA,NA,NA,NA,NA,NA
"969","Archive","ONC",16404,"I4T-MC-JVDN","Ramucirumab","II","50","0",5,20,2016-06-01,2016-06-06,2016-11-09,NA,2018-01-31,NA,2017-07-12,NA,2017-08-09,NA,2018-03-02,NA,2018-05-18,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Protocol Approved",2016-11-14,NA,NA,NA,NA,2016-09-11,NA,"Ph II - Ram + Weekly Docetaxel - NSCLC - 2nd line","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","Syneos (Process)","Dennis M DiGiusto","Joe Matassini",NA,NA
"970","Archive","ONC",16403,NA,"Ramucirumab","II","160",NA,10,50,2016-11-01,NA,2017-03-01,NA,2019-06-03,NA,NA,NA,NA,NA,2019-07-03,NA,2019-10-01,NA,NA,NA,"COR","COR","COR","CT-EXP","Corporate","Yes","Trial Cancelled - Created",2016-08-29,NA,NA,NA,NA,NA,NA,"Ph II-Ramucirumab+LLY PD-L1 in MSI High Pts - CRC","Critical","LLY3009806","Lynnette Kauffman","InForm/Clintrial (CDR)","Syneos (Process)",NA,NA,NA,NA
